mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.745026397705078,0.1380406997945896,0.0017394065856933595,0.0017894446923579573,log_loss,32,99,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 32, 'min_samples_split': 99, 'splitter': 'best'})",0.92625,0.92,0.91875,0.9075,0.91875,0.9182499999999999,0.006051859218455117,126
2.8124274253845214,0.1759587245721712,0.00436553955078125,0.002912370065626543,log_loss,19,2,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 19, 'min_samples_split': 2, 'splitter': 'best'})",0.93125,0.92375,0.925,0.9225,0.9175,0.924,0.004430011286667353,68
2.88276948928833,0.10041727719579537,0.002410888671875,0.0013217127574265423,log_loss,20,2,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 20, 'min_samples_split': 2, 'splitter': 'best'})",0.93,0.925,0.93125,0.9225,0.91875,0.9254999999999999,0.004650268809434597,51
2.542473649978638,0.2658688175276052,0.0023239612579345702,0.001963616758367406,log_loss,34,5,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 34, 'min_samples_split': 5, 'splitter': 'best'})",0.92625,0.92125,0.925,0.915,0.91875,0.92125,0.004107919181288753,102
2.4265881061553953,0.31883350122024934,0.0013071537017822266,0.001670788381567239,log_loss,36,2,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 36, 'min_samples_split': 2, 'splitter': 'best'})",0.92625,0.92125,0.925,0.915,0.92,0.9215,0.003984344362627304,100
2.433929681777954,0.3103363672918563,0.0018436908721923828,0.0016236332124528175,log_loss,23,2,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 23, 'min_samples_split': 2, 'splitter': 'best'})",0.92875,0.9225,0.93625,0.92,0.9175,0.925,0.006754628043053152,58
2.638344955444336,0.1248739467182427,0.0021445751190185547,0.002995869600620425,log_loss,41,100,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 41, 'min_samples_split': 100, 'splitter': 'best'})",0.92375,0.92,0.91625,0.9075,0.91625,0.9167499999999998,0.005396758286230729,142
2.6747212409973145,0.09673214929857929,0.0018174171447753907,0.0017005824999672113,log_loss,46,4,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 46, 'min_samples_split': 4, 'splitter': 'best'})",0.92375,0.9125,0.9125,0.9075,0.91375,0.914,0.005326818938165624,176
2.541874361038208,0.2650897298031033,0.0021819114685058595,0.002784183153942531,log_loss,2,96,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 2, 'min_samples_split': 96, 'splitter': 'best'})",0.93125,0.91625,0.91625,0.905,0.9175,0.9172499999999999,0.008344159634139318,138
2.6275736808776857,0.2724743334286937,0.0010262489318847655,0.00128800264698373,log_loss,2,95,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 2, 'min_samples_split': 95, 'splitter': 'best'})",0.9325,0.9175,0.91625,0.905,0.9175,0.9177500000000002,0.008746427842267942,131
2.198134756088257,0.056750836422343076,0.0017254352569580078,0.002531569357157632,log_loss,21,100,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 21, 'min_samples_split': 100, 'splitter': 'best'})",0.92625,0.92,0.91625,0.90875,0.91875,0.9179999999999999,0.005678908345800297,128
2.098590087890625,0.09150984355806821,0.0002009868621826172,0.0004019737243652344,entropy,43,16,best,"OrderedDict({'criterion': 'entropy', 'min_samples_leaf': 43, 'min_samples_split': 16, 'splitter': 'best'})",0.92375,0.9125,0.91375,0.9075,0.91625,0.91475,0.005326818938165627,167
2.2524054527282713,0.05592083820575526,0.001620006561279297,0.00236650499651464,entropy,20,2,best,"OrderedDict({'criterion': 'entropy', 'min_samples_leaf': 20, 'min_samples_split': 2, 'splitter': 'best'})",0.93,0.925,0.93125,0.9225,0.91875,0.9254999999999999,0.004650268809434597,51
1.6590489387512206,0.11462414593150577,0.0035909175872802734,0.0020248067447914747,gini,19,2,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 19, 'min_samples_split': 2, 'splitter': 'best'})",0.925,0.9325,0.93,0.92,0.935,0.9285,0.0053851648071345,19
1.6281630516052246,0.06275625547133405,0.0021444320678710937,0.0017669313115412275,gini,20,2,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 20, 'min_samples_split': 2, 'splitter': 'best'})",0.92,0.9325,0.93,0.92125,0.935,0.92775,0.0060415229867972885,35
2.163195991516113,0.14485435875895225,0.001729440689086914,0.0017611340333877228,entropy,18,100,best,"OrderedDict({'criterion': 'entropy', 'min_samples_leaf': 18, 'min_samples_split': 100, 'splitter': 'best'})",0.92625,0.92,0.91625,0.9075,0.91875,0.9177500000000001,0.006093028803476986,132
0.4126465320587158,0.04600915388542725,0.0023041725158691405,0.0019563077488141466,gini,32,2,random,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 32, 'min_samples_split': 2, 'splitter': 'random'})",0.90875,0.91875,0.90125,0.93125,0.89625,0.9112499999999999,0.01254990039801114,205
0.4277180671691895,0.043992881046678214,0.0009150505065917969,0.0012241364695565894,gini,39,100,random,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 39, 'min_samples_split': 100, 'splitter': 'random'})",0.88125,0.8925,0.89875,0.89625,0.91625,0.8969999999999999,0.011335784048754648,276
0.3893914222717285,0.037140235502217143,0.0035425662994384766,0.0023176908962712684,gini,26,3,random,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 26, 'min_samples_split': 3, 'splitter': 'random'})",0.9375,0.91875,0.9075,0.91875,0.9175,0.9199999999999999,0.009714679613862734,111
0.31630825996398926,0.09154596079986768,0.004273843765258789,0.0018580984670826105,log_loss,30,99,random,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 30, 'min_samples_split': 99, 'splitter': 'random'})",0.9225,0.94375,0.905,0.885,0.91,0.91325,0.019455076458343705,190
1.543787145614624,0.07916310337623472,0.00254669189453125,0.0023661646434150114,gini,53,100,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 53, 'min_samples_split': 100, 'splitter': 'best'})",0.92375,0.915,0.91375,0.91125,0.91125,0.915,0.00460977222864643,155
1.8009659767150878,0.11297496718458683,0.0033492088317871095,0.0026048722916149508,gini,17,39,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 17, 'min_samples_split': 39, 'splitter': 'best'})",0.9325,0.93,0.92625,0.9225,0.93625,0.9295,0.004782781617427258,2
1.7374537467956543,0.07625150141258055,0.0021724700927734375,0.003002142334278938,gini,17,29,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 17, 'min_samples_split': 29, 'splitter': 'best'})",0.9325,0.93125,0.92375,0.9225,0.93625,0.92925,0.005279678020485739,5
1.811788845062256,0.0873219191325019,0.0019217491149902343,0.0015787606979726788,gini,17,28,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 17, 'min_samples_split': 28, 'splitter': 'best'})",0.9325,0.93125,0.92375,0.9225,0.93625,0.92925,0.005279678020485739,5
1.4166004657745361,0.09731554392012491,0.0032486915588378906,0.00183845159685268,gini,62,99,best,"OrderedDict({'criterion': 'gini', 'min_samples_leaf': 62, 'min_samples_split': 99, 'splitter': 'best'})",0.91625,0.91125,0.9075,0.915,0.9075,0.9115,0.0036571847095819687,202
2.113192558288574,0.12090413587938637,0.0014017105102539062,0.0017167377586091589,log_loss,60,100,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 60, 'min_samples_split': 100, 'splitter': 'best'})",0.91625,0.91375,0.9175,0.9075,0.9125,0.9135,0.0034820970692960368,186
2.3475751876831055,0.14163448489771013,0.0009021759033203125,0.0012024645326960972,log_loss,12,43,best,"OrderedDict({'criterion': 'log_loss', 'min_samples_leaf': 12, 'min_samples_split': 43, 'splitter': 'best'})",0.93375,0.925,0.925,0.92125,0.91875,0.9247500000000001,0.005086747487343949,61
0.2631659507751465,0.06987910803501483,0.005550289154052734,0.002709451121323943,entropy,62,100,random,"OrderedDict({'criterion': 'entropy', 'min_samples_leaf': 62, 'min_samples_split': 100, 'splitter': 'random'})",0.9075,0.91125,0.90125,0.92,0.88875,0.90575,0.010446291207888087,241
