mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.0269195556640627,0.3737422727672723,0.010240793228149414,0.005025060361478534,0.015563279976801066,lbfgs,"OrderedDict({'C': 0.015563279976801066, 'solver': 'lbfgs'})",0.9525,0.94625,0.94875,0.94375,0.95375,0.9490000000000001,0.003741657386773942,99
2.9207383155822755,0.17355465746032872,0.003854990005493164,0.0014388814124324347,0.0811402099900572,newton-cg,"OrderedDict({'C': 0.0811402099900572, 'solver': 'newton-cg'})",0.95625,0.94375,0.945,0.94625,0.955,0.9492499999999999,0.005279678020485731,86
1.2000643730163574,0.20635243498361724,0.011311531066894531,0.0030800746772123707,0.000793074223284987,lbfgs,"OrderedDict({'C': 0.000793074223284987, 'solver': 'lbfgs'})",0.935,0.9375,0.9325,0.92125,0.93125,0.9315000000000001,0.0055565276927232185,237
7.187219762802124,0.33722332370660607,0.0012169837951660155,0.0012949230514523226,0.48595687900177165,saga,"OrderedDict({'C': 0.48595687900177165, 'solver': 'saga'})",0.9425,0.94125,0.94125,0.935,0.9425,0.9405000000000001,0.0028062430400804398,175
2.0017303943634035,0.3511718136633968,0.013546943664550781,0.009923796467884556,0.10878896769163253,lbfgs,"OrderedDict({'C': 0.10878896769163253, 'solver': 'lbfgs'})",0.955,0.945,0.945,0.94375,0.96,0.9497499999999999,0.0065383484153110115,63
7.020822668075562,0.31741864936001263,0.003444385528564453,0.001830610475947478,17298.54183204182,saga,"OrderedDict({'C': 17298.54183204182, 'solver': 'saga'})",0.9425,0.94,0.94125,0.935,0.9425,0.94025,0.0027838821814149955,185
5.541032361984253,0.21372775361716156,0.003381633758544922,0.004816734836340017,38869.704132292405,sag,"OrderedDict({'C': 38869.704132292405, 'solver': 'sag'})",0.945,0.94375,0.94125,0.93875,0.945,0.94275,0.0024238399287081496,137
1.91041259765625,0.25037703478679973,0.009831762313842774,0.0020108011204810162,0.0038909450541457576,lbfgs,"OrderedDict({'C': 0.0038909450541457576, 'solver': 'lbfgs'})",0.95125,0.95125,0.945,0.945,0.955,0.9494999999999999,0.003921096785339548,75
2.0705142974853517,0.2869735490023935,0.00818042755126953,0.0021269127995937236,0.003718930317156143,lbfgs,"OrderedDict({'C': 0.003718930317156143, 'solver': 'lbfgs'})",0.95125,0.95125,0.945,0.94375,0.95375,0.9490000000000001,0.003905124837953349,99
1.2980658531188964,0.21898974288033882,0.008825254440307618,0.005703133060112769,461.51703776648645,lbfgs,"OrderedDict({'C': 461.51703776648645, 'solver': 'lbfgs'})",0.9175,0.90875,0.9025,0.90125,0.90375,0.90675,0.0059476886266851495,262
1.2628708362579346,0.1462478158020255,0.01825242042541504,0.012108322030208282,105.49111042660498,lbfgs,"OrderedDict({'C': 105.49111042660498, 'solver': 'lbfgs'})",0.9175,0.90875,0.9025,0.9025,0.90375,0.907,0.005733672470589851,259
1.9025239944458008,0.0454935080611249,0.004321956634521484,0.001595922199420589,11.471769930305225,newton-cg,"OrderedDict({'C': 11.471769930305225, 'solver': 'newton-cg'})",0.9425,0.935,0.9375,0.93125,0.93875,0.9369999999999999,0.003758324094593214,227
6.373127365112305,0.24575975074904183,0.0009405136108398438,0.0007710661705518243,0.007891095072446378,saga,"OrderedDict({'C': 0.007891095072446378, 'solver': 'saga'})",0.94375,0.935,0.9375,0.9275,0.94,0.93675,0.0054543560573178445,233
0.9077020645141601,0.20900169027847532,0.012533426284790039,0.004162623737023996,2480.227175803884,lbfgs,"OrderedDict({'C': 2480.227175803884, 'solver': 'lbfgs'})",0.9175,0.90875,0.9025,0.90125,0.90375,0.90675,0.0059476886266851495,262
2.242092227935791,0.07293019657243396,0.003133201599121094,0.0009199757291466364,0.2157586282570137,newton-cg,"OrderedDict({'C': 0.2157586282570137, 'solver': 'newton-cg'})",0.9525,0.9475,0.94375,0.94,0.9575,0.94825,0.006204836822995452,124
1.284567165374756,0.09123095935419319,0.007557916641235352,0.005419929482473746,37.29073768916994,lbfgs,"OrderedDict({'C': 37.29073768916994, 'solver': 'lbfgs'})",0.9175,0.91,0.90125,0.9025,0.90375,0.907,0.006051859218455099,259
1.10028133392334,0.1963655826067255,0.010914134979248046,0.004458585388016941,1000000.0,lbfgs,"OrderedDict({'C': 1000000.0, 'solver': 'lbfgs'})",0.9175,0.90875,0.9025,0.90125,0.90375,0.90675,0.0059476886266851495,262
1.1381972312927247,0.15434541567698418,0.008628559112548829,0.003665471316948641,1173.3008701675146,lbfgs,"OrderedDict({'C': 1173.3008701675146, 'solver': 'lbfgs'})",0.9175,0.90875,0.9025,0.90125,0.90375,0.90675,0.0059476886266851495,262
1.1295355796813964,0.152353386135192,0.011503934860229492,0.0033472012533332643,54.571234261823506,lbfgs,"OrderedDict({'C': 54.571234261823506, 'solver': 'lbfgs'})",0.9175,0.90875,0.9025,0.9025,0.90375,0.907,0.005733672470589851,259
8.463793325424195,0.2764307111271815,0.00332183837890625,0.0019854493200426398,220526.18400973137,saga,"OrderedDict({'C': 220526.18400973137, 'solver': 'saga'})",0.9425,0.94,0.94125,0.935,0.94375,0.9404999999999999,0.003020761493398623,181
3.9623084545135496,0.3729817423914645,0.006418609619140625,0.0017405012372977717,0.009035889176244233,newton-cg,"OrderedDict({'C': 0.009035889176244233, 'solver': 'newton-cg'})",0.95,0.94625,0.94875,0.94625,0.955,0.9492499999999999,0.0032210246816812525,86
3.541097640991211,0.3163711242078803,0.014119529724121093,0.005448229534601245,3447.2740334594973,newton-cg,"OrderedDict({'C': 3447.2740334594973, 'solver': 'newton-cg'})",0.9425,0.9375,0.93625,0.93125,0.94,0.9375,0.0037914377220257603,206
4.370483446121216,0.13036404268723695,0.0025662899017333983,0.0020723688637964894,0.033253327103907195,newton-cg,"OrderedDict({'C': 0.033253327103907195, 'solver': 'newton-cg'})",0.955,0.94625,0.94625,0.94375,0.9575,0.9497500000000001,0.005442885264269303,41
4.211156415939331,0.20552974426589135,0.007441949844360351,0.004848844634932338,0.02389691016793081,newton-cg,"OrderedDict({'C': 0.02389691016793081, 'solver': 'newton-cg'})",0.955,0.94625,0.9475,0.945,0.955,0.9497499999999999,0.004358898943540658,63
3.787113666534424,0.5389062624992211,0.004623317718505859,0.0016783344327688959,0.025010116662732805,newton-cg,"OrderedDict({'C': 0.025010116662732805, 'solver': 'newton-cg'})",0.955,0.94625,0.9475,0.945,0.955,0.9497499999999999,0.004358898943540658,63
4.221010828018189,0.22865638278067116,0.004123830795288086,0.0021105105154144983,0.026686362514508677,newton-cg,"OrderedDict({'C': 0.026686362514508677, 'solver': 'newton-cg'})",0.95375,0.94625,0.94625,0.945,0.95875,0.95,0.005361902647381798,18
1.578551435470581,0.46298221316513793,0.013645315170288086,0.001985664177730553,2.1514262068839578e-05,lbfgs,"OrderedDict({'C': 2.1514262068839578e-05, 'solver': 'lbfgs'})",0.89375,0.8825,0.8775,0.88,0.8875,0.88425,0.005787918451395138,298
1.8147334575653076,0.4860036329756206,0.013383626937866211,0.007150922815790155,6.600534928609217e-05,lbfgs,"OrderedDict({'C': 6.600534928609217e-05, 'solver': 'lbfgs'})",0.89375,0.89,0.88,0.88125,0.8925,0.8875,0.005755432216610677,293
6.209005975723267,0.6255780626226242,0.0024324893951416016,0.001433575849581604,0.0647099459513108,sag,"OrderedDict({'C': 0.0647099459513108, 'solver': 'sag'})",0.94375,0.93875,0.93625,0.935,0.9425,0.93925,0.0034095454242464417,203
2.4327026844024657,0.5377215541935293,0.024054622650146483,0.008838948776929664,1.0072039236682008e-06,sag,"OrderedDict({'C': 1.0072039236682008e-06, 'solver': 'sag'})",0.9275,0.92875,0.925,0.91375,0.93375,0.9257500000000001,0.006642665127793217,241
2.5545122146606447,0.2374511974107701,0.01051797866821289,0.004032022341879195,0.2336376115712192,lbfgs,"OrderedDict({'C': 0.2336376115712192, 'solver': 'lbfgs'})",0.95,0.9475,0.94625,0.94125,0.9575,0.9484999999999999,0.00532681893816562,120
2.5346125602722167,0.6327516655287863,0.012266159057617188,0.0034821419010163317,0.009771363995585348,lbfgs,"OrderedDict({'C': 0.009771363995585348, 'solver': 'lbfgs'})",0.95125,0.94625,0.94875,0.94625,0.95625,0.9497500000000001,0.0037416573867739477,41
7.302538299560547,0.40324846013143256,0.0010587692260742188,0.001079581297526183,13.369366868236588,saga,"OrderedDict({'C': 13.369366868236588, 'solver': 'saga'})",0.94375,0.94125,0.94,0.93375,0.94375,0.9404999999999999,0.0036742346141747737,181
2.9989086151123048,0.17625929850480274,0.003631258010864258,0.0033085931708998345,63.54737690631966,newton-cg,"OrderedDict({'C': 63.54737690631966, 'solver': 'newton-cg'})",0.9425,0.935,0.9375,0.93125,0.93875,0.9369999999999999,0.003758324094593214,227
2.8770423889160157,0.2657453205971199,0.008838129043579102,0.0015816388186276002,0.000178293043936847,newton-cg,"OrderedDict({'C': 0.000178293043936847, 'solver': 'newton-cg'})",0.90625,0.91,0.8975,0.8925,0.905,0.9022500000000001,0.006344288770224788,281
3.052328109741211,0.16390083148666784,0.005987691879272461,0.0029945244963485336,3.611276792614247e-05,newton-cg,"OrderedDict({'C': 3.611276792614247e-05, 'solver': 'newton-cg'})",0.89,0.885,0.8775,0.87875,0.88625,0.8835000000000001,0.004703721930556704,300
2.322832489013672,0.21290986232597012,0.01494894027709961,0.0026288514017822674,8.918310453379397e-06,newton-cg,"OrderedDict({'C': 8.918310453379397e-06, 'solver': 'newton-cg'})",0.8975,0.89625,0.88875,0.88375,0.89875,0.893,0.005787918451395099,287
3.0374990463256837,0.2591324589698985,0.006696176528930664,0.009354627975036795,16259.13477116061,newton-cg,"OrderedDict({'C': 16259.13477116061, 'solver': 'newton-cg'})",0.9425,0.9375,0.93625,0.93125,0.94,0.9375,0.0037914377220257603,206
2.98138313293457,0.1265811491060461,0.005851173400878906,0.0036910352910735317,0.0005121133650434526,newton-cg,"OrderedDict({'C': 0.0005121133650434526, 'solver': 'newton-cg'})",0.9225,0.93,0.9225,0.91375,0.92375,0.9225,0.005184110338331959,246
5.4873003482818605,0.6031602337645193,0.0027112960815429688,0.0014756573379827037,254.9757870063068,sag,"OrderedDict({'C': 254.9757870063068, 'solver': 'sag'})",0.9425,0.94,0.94125,0.935,0.945,0.9407500000000001,0.003316624790355373,169
5.296279764175415,0.2515054004164065,0.002623319625854492,0.001673169541548267,38.686400626557706,sag,"OrderedDict({'C': 38.686400626557706, 'solver': 'sag'})",0.9425,0.9425,0.9425,0.93625,0.94375,0.9414999999999999,0.0026692695630078146,152
5.16859622001648,0.515582676232724,0.004171228408813477,0.0035597479542841446,0.0030151380723632613,sag,"OrderedDict({'C': 0.0030151380723632613, 'solver': 'sag'})",0.9425,0.93875,0.94125,0.93125,0.9425,0.93925,0.004227883631321937,203
6.848915052413941,0.22413082731893716,0.002227020263671875,0.0028255716602813676,1139.9844719889445,saga,"OrderedDict({'C': 1139.9844719889445, 'solver': 'saga'})",0.9425,0.94125,0.93875,0.935,0.9425,0.9400000000000001,0.0028504385627478326,192
1.6255120754241943,0.2606619234721115,0.00286407470703125,0.0023584864918078674,1.0042501981386583e-06,saga,"OrderedDict({'C': 1.0042501981386583e-06, 'solver': 'saga'})",0.92,0.93,0.92375,0.91,0.92875,0.9225000000000001,0.007202430145443956,245
1.1584301471710206,0.0843356942821621,0.0051901817321777345,0.002065723464180686,347.41698877724065,newton-cg,"OrderedDict({'C': 347.41698877724065, 'solver': 'newton-cg'})",0.9425,0.93625,0.93625,0.93125,0.94,0.93725,0.0038242646351945722,225
0.7762796878814697,0.10706115396477472,0.003858804702758789,0.00222039934669401,0.0057927242160333665,lbfgs,"OrderedDict({'C': 0.0057927242160333665, 'solver': 'lbfgs'})",0.95125,0.95125,0.9475,0.945,0.95375,0.9497500000000001,0.003102418411497732,41
5.347146272659302,0.28302186478624475,0.004935932159423828,0.004282648236253676,0.009108722085420034,sag,"OrderedDict({'C': 0.009108722085420034, 'solver': 'sag'})",0.94375,0.93875,0.94125,0.93,0.94375,0.9395,0.005099019513592762,200
6.937220764160156,0.08519855696885552,0.0016433238983154298,0.002207551166017153,403.6345071743807,saga,"OrderedDict({'C': 403.6345071743807, 'solver': 'saga'})",0.945,0.94,0.94125,0.93625,0.94375,0.9412499999999999,0.003061862178478953,154
5.423016500473023,0.39257523259563454,0.0012497425079345704,0.0010509391163699992,196127.92938298208,sag,"OrderedDict({'C': 196127.92938298208, 'solver': 'sag'})",0.94375,0.9425,0.94125,0.9375,0.94125,0.9412499999999999,0.0020916500663351843,154
2.383432149887085,0.33775703184268424,0.012288188934326172,0.008743668302316964,0.05823691892307835,lbfgs,"OrderedDict({'C': 0.05823691892307835, 'solver': 'lbfgs'})",0.95625,0.945,0.945,0.945,0.9575,0.9497499999999999,0.0058309518948453385,63
6.183805513381958,0.16677168067250372,0.002612590789794922,0.0013776213286274001,6045.3690184068355,sag,"OrderedDict({'C': 6045.3690184068355, 'solver': 'sag'})",0.945,0.9425,0.94125,0.93375,0.9425,0.9410000000000001,0.0038242646351945913,163
6.086882305145264,0.26021539625302414,0.00202789306640625,0.0010616947777108013,8273.08529022218,sag,"OrderedDict({'C': 8273.08529022218, 'solver': 'sag'})",0.945,0.94375,0.93875,0.9375,0.94125,0.9412499999999999,0.0028504385627478326,154
2.831795310974121,0.1747727604513128,0.0034334659576416016,0.0037071134688732295,2.6718020001031624,newton-cg,"OrderedDict({'C': 2.6718020001031624, 'solver': 'newton-cg'})",0.9425,0.94125,0.9375,0.94375,0.94375,0.9417500000000001,0.0023184046238739174,147
2.567296361923218,0.14024984140133046,0.008466339111328125,0.0026085824158930543,344001.2258306426,newton-cg,"OrderedDict({'C': 344001.2258306426, 'solver': 'newton-cg'})",0.9425,0.9375,0.93625,0.93125,0.94,0.9375,0.0037914377220257603,206
5.828776931762695,0.2325409724534959,0.0017605304718017578,0.0010579468629790608,6.766900980183866,sag,"OrderedDict({'C': 6.766900980183866, 'solver': 'sag'})",0.94125,0.94,0.9375,0.9375,0.94625,0.9405000000000001,0.003221024681681297,175
7.578765964508056,0.25760028039244914,0.0007096767425537109,0.000988222383072146,4.259285132589711,saga,"OrderedDict({'C': 4.259285132589711, 'solver': 'saga'})",0.9425,0.94125,0.94125,0.935,0.9425,0.9405000000000001,0.0028062430400804398,175
2.4907668590545655,0.19773038365910753,0.004305124282836914,0.002706290679758546,4.114952850160723,newton-cg,"OrderedDict({'C': 4.114952850160723, 'solver': 'newton-cg'})",0.9425,0.935,0.9375,0.93125,0.93875,0.9369999999999999,0.003758324094593214,227
2.6091161727905274,0.15572996192110103,0.006666946411132813,0.00707910857333099,3.9595536457915936,newton-cg,"OrderedDict({'C': 3.9595536457915936, 'solver': 'newton-cg'})",0.9425,0.935,0.9375,0.93125,0.93875,0.9369999999999999,0.003758324094593214,227
1.161030387878418,0.3121057686420566,0.010736989974975585,0.0033229479837450604,17286.800656960782,lbfgs,"OrderedDict({'C': 17286.800656960782, 'solver': 'lbfgs'})",0.9175,0.90875,0.9025,0.90125,0.90375,0.90675,0.0059476886266851495,262
1.6069737911224364,0.30106191717248965,0.006293773651123047,0.004597280897728135,0.03137652462106183,lbfgs,"OrderedDict({'C': 0.03137652462106183, 'solver': 'lbfgs'})",0.955,0.94625,0.94625,0.94375,0.9575,0.9497500000000001,0.005442885264269303,41
7.029755926132202,0.1909951476981063,0.0022460460662841798,0.002762596673371677,0.13866543248173976,saga,"OrderedDict({'C': 0.13866543248173976, 'solver': 'saga'})",0.9425,0.93875,0.94125,0.93375,0.9425,0.9397500000000001,0.003297726489568247,198
7.219225835800171,0.058426557527322745,0.005234622955322265,0.0033201081923571536,0.0466124294224989,saga,"OrderedDict({'C': 0.0466124294224989, 'solver': 'saga'})",0.94375,0.93875,0.9375,0.9325,0.9425,0.9390000000000001,0.003984344362627304,205
6.88825044631958,0.27792957356873527,0.0019883632659912108,0.0019035553309856967,59903.17321372586,saga,"OrderedDict({'C': 59903.17321372586, 'solver': 'saga'})",0.9425,0.93875,0.94,0.935,0.94375,0.9400000000000001,0.003061862178478953,192
1.6150070667266845,0.27198429375368,0.0044857501983642575,0.003311846709787892,0.08469178104744135,lbfgs,"OrderedDict({'C': 0.08469178104744135, 'solver': 'lbfgs'})",0.955,0.94625,0.945,0.94375,0.95875,0.9497500000000001,0.005989574275355468,41
6.772497987747192,0.1606300191918621,0.004233694076538086,0.0038441401412657433,0.001768587810402171,saga,"OrderedDict({'C': 0.001768587810402171, 'solver': 'saga'})",0.93375,0.93625,0.92875,0.91875,0.935,0.9305,0.006403124237432876,239
7.0778953552246096,0.16029514685289503,0.002845096588134766,0.002897699923746111,4226.397340039638,saga,"OrderedDict({'C': 4226.397340039638, 'solver': 'saga'})",0.94375,0.94125,0.94125,0.93625,0.9425,0.9410000000000001,0.0025495097567963796,163
1.624819564819336,0.2605237294884017,0.009484195709228515,0.009457964239840716,0.0820704103247035,lbfgs,"OrderedDict({'C': 0.0820704103247035, 'solver': 'lbfgs'})",0.955,0.945,0.945,0.94375,0.95875,0.9494999999999999,0.006154266812545594,75
1.6389564037323,0.18400578500931733,0.0042706489562988285,0.0012546628305537646,0.08199566465914435,lbfgs,"OrderedDict({'C': 0.08199566465914435, 'solver': 'lbfgs'})",0.955,0.9425,0.945,0.94375,0.9575,0.9487500000000001,0.006224949798994372,113
1.6320036888122558,0.20844478606021474,0.0044724464416503905,0.002685721235785463,0.08199793567379593,lbfgs,"OrderedDict({'C': 0.08199793567379593, 'solver': 'lbfgs'})",0.955,0.945,0.945,0.94375,0.9575,0.9492499999999999,0.005787918451395128,86
2.146385335922241,0.15353948261788897,0.007905340194702149,0.000982466914552894,0.03407286518768541,lbfgs,"OrderedDict({'C': 0.03407286518768541, 'solver': 'lbfgs'})",0.955,0.94625,0.94625,0.945,0.9575,0.95,0.005184110338331927,18
2.384512996673584,0.07946286561205809,0.004370498657226563,0.0025356240078418194,0.03395893547956239,lbfgs,"OrderedDict({'C': 0.03395893547956239, 'solver': 'lbfgs'})",0.955,0.94625,0.94625,0.94375,0.9575,0.9497500000000001,0.005442885264269303,41
2.2083927631378173,0.17248159764282037,0.008787107467651368,0.0026597378596847393,0.0342944615125946,lbfgs,"OrderedDict({'C': 0.0342944615125946, 'solver': 'lbfgs'})",0.955,0.94625,0.94625,0.94375,0.9575,0.9497500000000001,0.005442885264269303,41
2.3330745697021484,0.09573359658057591,0.008460187911987304,0.003050229120336708,0.03436134336949373,lbfgs,"OrderedDict({'C': 0.03436134336949373, 'solver': 'lbfgs'})",0.955,0.94625,0.94625,0.94375,0.9575,0.9497500000000001,0.005442885264269303,41
2.091035842895508,0.20829333488091717,0.010122585296630859,0.0038439404573381835,0.03457048500807876,lbfgs,"OrderedDict({'C': 0.03457048500807876, 'solver': 'lbfgs'})",0.955,0.94625,0.94625,0.94375,0.9575,0.9497500000000001,0.005442885264269303,41
1.0970087051391602,0.17799779897087983,0.013066482543945313,0.002974800096958901,3.2189075044472286e-06,lbfgs,"OrderedDict({'C': 3.2189075044472286e-06, 'solver': 'lbfgs'})",0.90875,0.91375,0.90875,0.89375,0.9125,0.9075,0.007158910531638144,258
1.4749959468841554,0.23911019026306635,0.027973651885986328,0.015412832072079942,3.1253044676683642e-06,lbfgs,"OrderedDict({'C': 3.1253044676683642e-06, 'solver': 'lbfgs'})",0.90875,0.91375,0.91,0.89375,0.9125,0.9077499999999998,0.007219764539096798,257
1.2414209365844726,0.23436032107919152,0.016326236724853515,0.009778015491704636,5.665689825145421,lbfgs,"OrderedDict({'C': 5.665689825145421, 'solver': 'lbfgs'})",0.9175,0.91625,0.90875,0.905,0.90625,0.91075,0.005159941860137568,251
2.87042498588562,0.07667663916946874,0.003621816635131836,0.0015674969561707622,0.04815638763357848,newton-cg,"OrderedDict({'C': 0.04815638763357848, 'solver': 'newton-cg'})",0.95625,0.94625,0.945,0.94375,0.9575,0.9497500000000001,0.005884301147969933,41
1.276027774810791,0.36294608853490373,0.020497989654541016,0.013841762605816054,9.242794586669444,lbfgs,"OrderedDict({'C': 9.242794586669444, 'solver': 'lbfgs'})",0.9175,0.91,0.90875,0.905,0.90375,0.909,0.0048347699014534085,255
7.2408829689025875,0.21734624168111336,0.0007081508636474609,0.000678338867691293,1.2820135459950723,saga,"OrderedDict({'C': 1.2820135459950723, 'solver': 'saga'})",0.94125,0.94125,0.94125,0.93625,0.94375,0.9407499999999999,0.0024494897427831666,173
5.793548631668091,0.5420068668766297,0.0033718109130859374,0.0008675457186323725,0.0008812330864451151,sag,"OrderedDict({'C': 0.0008812330864451151, 'solver': 'sag'})",0.935,0.9375,0.9325,0.91875,0.93375,0.9315,0.006585969936159766,238
5.167560815811157,0.07956899323102887,0.0032207012176513673,0.002324500877755153,0.000631939191649002,sag,"OrderedDict({'C': 0.000631939191649002, 'solver': 'sag'})",0.93,0.935,0.92625,0.915,0.92875,0.9269999999999999,0.006642665127793213,240
5.296953916549683,0.24477128168563098,0.004410409927368164,0.0030631210754723157,0.1940426696041779,sag,"OrderedDict({'C': 0.1940426696041779, 'solver': 'sag'})",0.9425,0.94,0.94,0.93375,0.945,0.94025,0.003741657386773942,185
5.0583899974822994,0.23280420292489978,0.003809022903442383,0.0026075637519603493,96.73371794357935,sag,"OrderedDict({'C': 96.73371794357935, 'solver': 'sag'})",0.94375,0.94375,0.9425,0.93625,0.945,0.9422500000000001,0.003102418411497691,139
0.7207320213317872,0.12645449535261033,0.0028174877166748046,0.001938879281413427,3.5771966282530925e-06,sag,"OrderedDict({'C': 3.5771966282530925e-06, 'solver': 'sag'})",0.9075,0.91375,0.9075,0.89375,0.90875,0.90625,0.006661456297237081,277
0.9254216194152832,0.0735352267736879,0.0013697147369384766,0.0013298918757046318,6.46184149128422e-06,sag,"OrderedDict({'C': 6.46184149128422e-06, 'solver': 'sag'})",0.90125,0.90375,0.895,0.88875,0.90125,0.898,0.0054543560573178515,284
5.721469497680664,0.40037937496091114,0.005576992034912109,0.003479476559889878,473949.441128401,sag,"OrderedDict({'C': 473949.441128401, 'solver': 'sag'})",0.94375,0.94,0.9425,0.93625,0.94375,0.9412499999999999,0.0028504385627478326,154
