mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
1.3832275867462158,0.0886378288269043,0.03778076171875,0.007299900054931641,51822.299791690704,OrderedDict({'alpha': 51822.299791690704}),-0.09056910093946208,-0.09099224439940348,-0.09078067266943278,0.00021157172997070262,19
1.4621864557266235,0.005077242851257324,0.04467809200286865,0.003889918327331543,7.174027102745688e-05,OrderedDict({'alpha': 7.174027102745688e-05}),-0.005955383919051637,-0.005804360995495262,-0.0058798724572734495,7.55114617781872e-05,6
1.311160683631897,0.0008407831192016602,0.03606462478637695,0.0053713321685791016,0.2512588565868916,OrderedDict({'alpha': 0.2512588565868916}),-0.031702204708774204,-0.03171935957150854,-0.03171078214014137,8.577431367166877e-06,13
1.3106226921081543,0.0,0.04403352737426758,0.0,0.00029930257832896153,OrderedDict({'alpha': 0.00029930257832896153}),-0.005791243022600382,-0.005610159164176455,-0.005700701093388419,9.054192921196342e-05,4
0.9066773653030396,0.10907518863677979,0.020386815071105957,9.882450103759766e-05,170.9694306265614,OrderedDict({'alpha': 170.9694306265614}),-0.09036871365025627,-0.09079185262913071,-0.09058028313969349,0.00021156948943722165,16
1.3509877920150757,0.09438741207122803,0.047163963317871094,0.004952669143676758,15.560898769534802,OrderedDict({'alpha': 15.560898769534802}),-0.0883994437319109,-0.0888220683603744,-0.08861075604614266,0.00021131231423174995,14
1.374746561050415,0.033589839935302734,0.047131896018981934,0.004543185234069824,15913.079804131308,OrderedDict({'alpha': 15913.079804131308}),-0.09056760151658122,-0.09099074497573065,-0.09077917324615593,0.00021157172957471382,18
1.332895040512085,0.016786575317382812,0.0390089750289917,0.004236817359924316,15277.347466633451,OrderedDict({'alpha': 15277.347466633451}),-0.09056751147251844,-0.0909906549316046,-0.09077908320206152,0.0002115717295430794,17
1.360347867012024,0.019909977912902832,0.046898841857910156,0.0017876625061035156,1.5782168258928019e-06,OrderedDict({'alpha': 1.5782168258928019e-06}),-0.00621542090177687,-0.006065602669318746,-0.006140511785547809,7.490911622906214e-05,10
0.8695263862609863,0.003918647766113281,0.019227027893066406,0.0016965866088867188,31.911976300009695,OrderedDict({'alpha': 31.911976300009695}),-0.08950092177292063,-0.08992393945038958,-0.0897124306116551,0.00021150883873447685,15
1.4499038457870483,0.02311837673187256,0.0474778413772583,0.006157279014587402,0.007612481750402879,OrderedDict({'alpha': 0.007612481750402879}),-0.005614026370276741,-0.005369578630679373,-0.005491802500478057,0.0001222238697986839,2
1.4724445343017578,0.007046937942504883,0.0834122896194458,0.036307692527770996,7.901001287302524e-06,OrderedDict({'alpha': 7.901001287302524e-06}),-0.006152544307518826,-0.006008742324609115,-0.00608064331606397,7.190099145485546e-05,8
1.569400668144226,0.06438219547271729,0.041471242904663086,0.0011539459228515625,0.0018231801615381333,OrderedDict({'alpha': 0.0018231801615381333}),-0.005595117883590758,-0.005379186212733876,-0.0054871520481623165,0.00010796583542844107,1
1.5765612125396729,0.039865970611572266,0.044698476791381836,0.010794878005981445,998508.9320305113,OrderedDict({'alpha': 998508.9320305113}),-0.09056973093123519,-0.09099287439136211,-0.09078130266129865,0.00021157173006346175,20
0.9379827976226807,0.034502267837524414,0.026818394660949707,0.0020433664321899414,0.03336194046352434,OrderedDict({'alpha': 0.03336194046352434}),-0.007279835414350068,-0.006977437409671293,-0.007128636412010681,0.00015119900233938766,12
1.3345412015914917,0.02070462703704834,0.04005551338195801,0.008878707885742188,1e-06,OrderedDict({'alpha': 1e-06}),-0.006223015304711732,-0.0060723252453266045,-0.006147670275019168,7.534502969256361e-05,11
1.3043091297149658,0.01090097427368164,0.036165475845336914,0.004338502883911133,2.382444484787504e-05,OrderedDict({'alpha': 2.382444484787504e-05}),-0.006066798911426506,-0.005925574119621799,-0.005996186515524153,7.061239590235371e-05,7
1.3953688144683838,0.0175628662109375,0.03775179386138916,0.014067292213439941,0.0007449267912267909,OrderedDict({'alpha': 0.0007449267912267909}),-0.005687992290149425,-0.005487285273926734,-0.005587638782038079,0.00010035350811134517,3
1.3566089868545532,0.009855151176452637,0.04136955738067627,0.015448689460754395,0.01607981239524627,OrderedDict({'alpha': 0.01607981239524627}),-0.005984873524923315,-0.005711379476390208,-0.005848126500656761,0.0001367470242665536,5
1.1372414827346802,0.013278841972351074,0.028366923332214355,0.009739279747009277,2.1660070065655803e-06,OrderedDict({'alpha': 2.1660070065655803e-06}),-0.0062081159324606575,-0.006059112950603993,-0.006133614441532325,7.45014909283321e-05,9
